channel,roi_id,time_s,time_index,theta_deg,velocity
0,1,0.0099278046230389,32.0,22.75,61.04907079653804
0,1,0.0148917069345584,48.0,18.5,76.51033504621807
0,1,0.0198556092460778,64.0,25.0,54.8993771650447
0,1,0.0248195115575973,80.0,90.0,1.5675479029086122e-15
0,1,0.0297834138691168,96.0,47.0,23.87238620512414
0,1,0.0347473161806362,112.0,36.25,34.91399459890673
0,1,0.0397112184921557,128.0,58.75,15.534461345653666
0,1,0.0446751208036752,144.0,70.0,9.317637997214783
0,1,0.0496390231151946,160.0,53.25,19.11642669526328
0,1,0.0546029254267141,176.0,61.25,14.04464093764269
0,1,0.0595668277382336,192.0,58.5,15.687700176382265
0,1,0.0645307300497531,208.0,45.25,25.37756699123144
0,1,0.0694946323612725,224.0,64.5,12.210573637072905
0,1,0.074458534672792,240.0,36.0,35.235377164062044
0,1,0.0794224369843115,256.0,59.75,14.929478742962708
0,1,0.0843863392958309,272.0,38.75,31.8969389301107
0,1,0.0893502416073504,288.0,53.25,19.11642669526328
0,1,0.0943141439188699,304.0,32.25,40.57354436558405
0,1,0.0992780462303893,320.0,50.25,21.29129525452112
0,1,0.1042419485419088,336.0,31.25,42.187494333903075
0,1,0.1092058508534283,352.0,44.0,26.509576033038584
0,1,0.1141697531649477,368.0,53.0,19.290983682631538
0,1,0.1191336554764672,384.0,43.5,26.97677120719264
0,1,0.1240975577879867,400.0,53.5,18.943003520729288
0,1,0.1290614600995062,416.0,38.75,31.8969389301107
0,1,0.1340253624110256,432.0,64.5,12.210573637072905
0,1,0.1389892647225451,448.0,40.25,30.239941314714073
0,1,0.1439531670340646,464.0,60.75,14.336688856936377
0,1,0.148917069345584,480.0,42.25,28.183402056925868
0,1,0.1538809716571035,496.0,42.25,28.183402056925868
0,1,0.158844873968623,512.0,35.5,35.8898763385942
0,1,0.1638087762801424,528.0,36.75,34.282557637321794
0,1,0.1687726785916619,544.0,18.0,78.78869855168651
0,1,0.1737365809031814,560.0,52.5,19.643570892261387
0,1,0.1787004832147009,576.0,32.5,40.18395077420775
0,1,0.1836643855262203,592.0,43.75,26.742108878638906
0,1,0.1886282878377398,608.0,46.25,24.50666860172309
0,1,0.1935921901492593,624.0,38.25,32.47344519028031
0,1,0.1985560924607787,640.0,55.0,17.925312978168574
0,1,0.2035199947722982,656.0,90.0,1.5675479029086122e-15
0,1,0.2084838970838177,672.0,35.5,35.8898763385942
0,1,0.2134477993953371,688.0,90.0,1.5675479029086122e-15
0,1,0.2184117017068566,704.0,90.0,1.5675479029086122e-15
0,1,0.2233756040183761,720.0,51.0,20.73047124979219
0,1,0.2283395063298955,736.0,53.0,19.290983682631538
0,1,0.233303408641415,752.0,56.75,16.78409546488417
0,1,0.2382673109529345,768.0,40.75,29.710262507857657
0,1,0.243231213264454,784.0,90.0,1.5675479029086122e-15
0,1,0.2481951155759734,800.0,61.5,13.899665910743984
0,1,0.2531590178874929,816.0,38.5,32.18361085232524
0,1,0.2581229201990124,832.0,44.25,26.279135079937408
0,1,0.2630868225105318,848.0,33.25,39.04648906288398
0,1,0.2680507248220513,864.0,39.25,31.33283503956637
0,1,0.2730146271335708,880.0,42.5,27.93749762737335
0,1,0.2779785294450902,896.0,29.5,45.247846815818
0,1,0.2829424317566097,912.0,27.25,49.70547146417255
0,1,0.2879063340681292,928.0,47.5,23.45807805484604
0,1,0.2928702363796487,944.0,53.0,19.290983682631538
0,1,0.2978341386911681,960.0,63.25,12.903462254712146
0,1,0.3027980410026876,976.0,168.75,-128.69989099842178
0,1,0.3077619433142071,992.0,176.0,-366.0970561718242
0,1,0.3127258456257266,1008.0,61.5,13.899665910743984
0,1,0.317689747937246,1024.0,53.0,19.290983682631538
0,1,0.3226536502487654,1040.0,54.25,18.42936290799318
0,1,0.3276175525602849,1056.0,62.5,13.326516494124704
0,1,0.3325814548718044,1072.0,61.75,13.755376182768806
0,1,0.3375453571833239,1088.0,59.75,14.929478742962708
0,1,0.3425092594948433,1104.0,90.0,1.5675479029086122e-15
0,1,0.3474731618063628,1120.0,0.0,
0,1,0.3524370641178823,1136.0,2.25,651.5635092315413
0,1,0.3574009664294018,1152.0,58.5,15.687700176382265
0,1,0.3623648687409212,1168.0,35.75,35.560643266499326
0,1,0.3673287710524407,1184.0,45.0,25.600000000000005
0,1,0.3722926733639602,1200.0,37.0,33.9723474334825
0,1,0.3772565756754796,1216.0,50.25,21.29129525452112
0,1,0.3822204779869991,1232.0,90.0,1.5675479029086122e-15
0,1,0.3871843802985186,1248.0,74.5,7.099508327931868
0,1,0.3921482826100381,1264.0,38.0,32.766505784142815
0,1,0.3971121849215575,1280.0,57.5,16.30899867667183
0,1,0.402076087233077,1296.0,44.75,25.824382622118293
0,1,0.4070399895445964,1312.0,37.0,33.9723474334825
0,1,0.4120038918561159,1328.0,61.75,13.755376182768806
0,1,0.4169677941676354,1344.0,36.0,35.235377164062044
0,1,0.4219316964791548,1360.0,48.0,23.050343534024705
0,1,0.4268955987906743,1376.0,31.75,41.36913901633714
0,1,0.4318595011021938,1392.0,37.0,33.9723474334825
0,1,0.4368234034137133,1408.0,22.0,63.36222344745718
0,1,0.4417873057252327,1424.0,90.0,1.5675479029086122e-15
0,1,0.4467512080367522,1440.0,40.5,29.97374889248101
0,1,0.4517151103482717,1456.0,36.75,34.282557637321794
0,1,0.4566790126597911,1472.0,55.25,17.75935191703045
0,1,0.4616429149713106,1488.0,0.0,
0,1,0.4666068172828301,1504.0,90.0,1.5675479029086122e-15
0,1,0.4715707195943496,1520.0,57.0,16.62483438585627
0,1,0.476534621905869,1536.0,58.5,15.687700176382265
0,1,0.4814985242173885,1552.0,54.0,18.599488716937245
0,1,0.486462426528908,1568.0,46.0,24.721632635061106
0,1,0.4914263288404275,1584.0,55.5,17.5943925402013
0,1,0.4963902311519469,1600.0,36.0,35.235377164062044
0,1,0.5013541334634664,1616.0,43.75,26.742108878638906
0,1,0.5063180357749859,1632.0,71.25,8.690029026902424
0,1,0.5112819380865053,1648.0,90.0,1.5675479029086122e-15
0,1,0.5162458403980248,1664.0,73.25,7.7047254817978414
0,1,0.5212097427095442,1680.0,63.25,12.903462254712146
0,1,0.5261736450210637,1696.0,41.75,28.682376729614862
0,1,0.5311375473325832,1712.0,47.5,23.45807805484604
0,1,0.5361014496441027,1728.0,34.25,37.59863593291251
0,1,0.5410653519556221,1744.0,54.0,18.599488716937245
0,1,0.5460292542671417,1760.0,73.25,7.7047254817978414
0,1,0.5509931565786611,1776.0,60.75,14.336688856936377
0,1,0.5559570588901805,1792.0,68.25,10.213364376927217
0,1,0.5609209612017,1808.0,69.5,9.571447794811
0,1,0.5658848635132194,1824.0,69.75,9.444338614011574
0,1,0.570848765824739,1840.0,68.5,10.084108175742529
0,1,0.5758126681362584,1856.0,65.25,11.801761649339348
0,1,0.5807765704477779,1872.0,61.0,14.19031171719089
0,1,0.5857404727592974,1888.0,56.0,17.267418031166123
0,1,0.5907043750708169,1904.0,55.0,17.925312978168574
0,1,0.5956682773823363,1920.0,59.0,15.382031847105544
0,1,0.6006321796938557,1936.0,46.75,24.082075312785793
0,1,0.6055960820053752,1952.0,48.0,23.050343534024705
0,1,0.6105599843168947,1968.0,46.25,24.50666860172309
0,1,0.6155238866284142,1984.0,40.25,30.239941314714073
0,1,0.6204877889399336,2000.0,38.5,32.18361085232524
0,1,0.6254516912514532,2016.0,23.75,58.18042570052301
0,1,0.6304155935629726,2032.0,23.25,59.58561380855286
0,1,0.635379495874492,2048.0,19.75,71.30190578592762
0,1,0.6403433981860115,2064.0,29.75,44.7907102772819
0,1,0.6453073004975309,2080.0,0.0,
0,1,0.6502712028090505,2096.0,145.5,-37.24823113401459
0,1,0.6552351051205699,2112.0,90.0,1.5675479029086122e-15
0,1,0.6601990074320894,2128.0,64.5,12.210573637072905
0,1,0.6651629097436089,2144.0,40.0,30.50889197041178
0,1,0.6701268120551284,2160.0,47.75,23.253402789211897
0,1,0.6750907143666478,2176.0,33.25,39.04648906288398
0,1,0.6800546166781672,2192.0,37.75,33.06285815177154
0,1,0.6850185189896867,2208.0,66.5,11.131196798999902
0,1,0.6899824213012062,2224.0,41.5,28.93553629086087
0,1,0.6949463236127257,2240.0,54.25,18.42936290799318
0,1,0.6999102259242451,2256.0,41.25,29.19120532908925
0,1,0.7048741282357647,2272.0,47.75,23.253402789211897
0,1,0.7098380305472841,2288.0,29.25,45.7120892097009
0,1,0.7148019328588036,2304.0,18.25,77.63444282961751
0,1,0.719765835170323,2320.0,66.0,11.397854343898524
0,1,0.7247297374818424,2336.0,41.75,28.682376729614862
0,1,0.729693639793362,2352.0,42.0,28.43168037962734
0,1,0.7346575421048814,2368.0,76.5,6.146016232450972
0,1,0.7396214444164009,2384.0,90.0,1.5675479029086122e-15
0,1,0.7445853467279204,2400.0,44.75,25.824382622118293
0,1,0.7495492490394399,2416.0,32.0,40.968563943450896
0,1,0.7545131513509593,2432.0,31.0,42.60555474817327
0,1,0.7594770536624788,2448.0,158.25,-64.16690679131247
0,1,0.7644409559739982,2464.0,20.25,69.3918363989736
0,1,0.7694048582855177,2480.0,158.75,-65.83029079018321
