channel,roi_id,time_s,time_index,theta_deg,velocity
0,1,0.0099278046230389,32.0,71.75,7.674194551629187
0,1,0.0148917069345584,48.0,53.25,17.378569722966613
0,1,0.0198556092460778,64.0,31.5,37.97763926408821
0,1,0.0248195115575973,80.0,31.0,38.732322498339336
0,1,0.0297834138691168,96.0,71.0,8.013442636559486
0,1,0.0347473161806362,112.0,70.75,8.127200195992204
0,1,0.0397112184921557,128.0,75.0,6.235908478397037
0,1,0.0446751208036752,144.0,63.0,11.858046824597617
0,1,0.0496390231151946,160.0,42.25,25.621274597205336
0,1,0.0546029254267141,176.0,61.5,12.636059918858168
0,1,0.0595668277382336,192.0,67.25,9.759064477286094
0,1,0.0645307300497531,208.0,73.75,6.783381401276219
0,1,0.0694946323612725,224.0,73.25,7.004295892543492
0,1,0.074458534672792,240.0,78.0,4.946770889775064
0,1,0.0794224369843115,256.0,90.0,1.4250435480987385e-15
0,1,0.0843863392958309,272.0,77.5,5.159439421508421
0,1,0.0893502416073504,288.0,76.75,5.479999848339243
0,1,0.0943141439188699,304.0,76.75,5.479999848339243
0,1,0.0992780462303893,320.0,80.0,4.10360973285155
0,1,0.1042419485419088,336.0,73.5,6.893695882753871
0,1,0.1092058508534283,352.0,72.0,7.561767475965821
0,1,0.1141697531649477,368.0,73.75,6.783381401276219
0,1,0.1191336554764672,384.0,72.25,7.449658733404249
0,1,0.1240975577879867,400.0,70.75,8.127200195992204
0,1,0.1290614600995062,416.0,70.25,8.35576288760859
0,1,0.1340253624110256,432.0,72.0,7.561767475965821
0,1,0.1389892647225451,448.0,73.75,6.783381401276219
0,1,0.1439531670340646,464.0,72.75,7.226373898771341
0,1,0.148917069345584,480.0,76.5,5.587287484046338
0,1,0.1538809716571035,496.0,72.25,7.449658733404249
0,1,0.158844873968623,512.0,75.75,5.910519772507783
0,1,0.1638087762801424,528.0,76.0,5.802542611623113
0,1,0.1687726785916619,544.0,75.75,5.910519772507783
0,1,0.1737365809031814,560.0,76.75,5.479999848339243
0,1,0.1787004832147009,576.0,78.75,4.629233277199314
0,1,0.1836643855262203,592.0,74.75,6.344873701285119
0,1,0.1886282878377398,608.0,77.5,5.159439421508421
0,1,0.1935921901492593,624.0,77.5,5.159439421508421
0,1,0.1985560924607787,640.0,78.75,4.629233277199314
0,1,0.2035199947722982,656.0,78.25,4.8407342343341195
0,1,0.2084838970838177,672.0,75.5,6.018736508646176
0,1,0.2134477993953371,688.0,76.5,5.587287484046338
0,1,0.2184117017068566,704.0,73.25,7.004295892543492
0,1,0.2233756040183761,720.0,73.75,6.783381401276219
0,1,0.2283395063298955,736.0,74.25,6.563587916850111
0,1,0.233303408641415,752.0,74.0,6.673347159477712
0,1,0.2382673109529345,768.0,72.75,7.226373898771341
0,1,0.243231213264454,784.0,0.0,
