channel,roi_id,time_s,time_index,theta_deg,velocity
0,1,0.0171206768430368,32.0,78.0,4.534539982293808
0,1,0.0256810152645553,48.0,78.75,4.243463837432705
0,1,0.0342413536860737,64.0,78.75,4.243463837432705
0,1,0.0428016921075921,80.0,79.5,3.9538996252060663
0,1,0.0513620305291106,96.0,80.0,3.76164225511392
0,1,0.059922368950629,112.0,79.75,3.857695092477899
0,1,0.0684827073721475,128.0,80.25,3.665737105709339
0,1,0.0770430457936659,144.0,79.75,3.857695092477899
0,1,0.0856033842151843,160.0,79.25,4.05025988494206
0,1,0.0941637226367028,176.0,79.0,4.14677992827133
0,1,0.1027240610582212,192.0,77.5,4.729486136382719
0,1,0.1112843994797396,208.0,78.25,4.437339714806276
0,1,0.1198447379012581,224.0,80.5,3.5699756604036157
0,1,0.1284050763227765,240.0,81.0,3.3788680602567753
0,1,0.136965414744295,256.0,82.0,2.998204473651018
0,1,0.1455257531658134,272.0,81.5,3.1882880287813915
0,1,0.1540860915873318,288.0,81.25,3.2835140492763553
0,1,0.1626464300088503,304.0,79.75,3.857695092477899
0,1,0.1712067684303687,320.0,79.5,3.9538996252060663
0,1,0.1797671068518871,336.0,80.0,3.76164225511392
0,1,0.1883274452734056,352.0,80.0,3.76164225511392
0,1,0.196887783694924,368.0,79.75,3.857695092477899
0,1,0.2054481221164424,384.0,80.0,3.76164225511392
0,1,0.2140084605379609,400.0,79.5,3.9538996252060663
0,1,0.2225687989594793,416.0,79.25,4.05025988494206
0,1,0.2311291373809978,432.0,80.0,3.76164225511392
0,1,0.2396894758025162,448.0,80.0,3.76164225511392
0,1,0.2482498142240346,464.0,80.25,3.665737105709339
0,1,0.2568101526455531,480.0,80.75,3.4743539581939853
0,1,0.2653704910670715,496.0,80.5,3.5699756604036157
0,1,0.27393082948859,512.0,80.5,3.5699756604036157
0,1,0.2824911679101084,528.0,80.5,3.5699756604036157
0,1,0.2910515063316268,544.0,80.25,3.665737105709339
0,1,0.2996118447531453,560.0,79.75,3.857695092477899
0,1,0.3081721831746637,576.0,80.75,3.4743539581939853
0,1,0.3167325215961821,592.0,80.5,3.5699756604036157
0,1,0.3252928600177006,608.0,80.0,3.76164225511392
0,1,0.333853198439219,624.0,79.75,3.857695092477899
0,1,0.3424135368607375,640.0,79.25,4.05025988494206
0,1,0.3509738752822559,656.0,80.5,3.5699756604036157
0,1,0.3595342137037743,672.0,81.5,3.1882880287813915
0,1,0.3680945521252928,688.0,81.5,3.1882880287813915
0,1,0.3766548905468112,704.0,81.5,3.1882880287813915
0,1,0.3852152289683296,720.0,81.25,3.2835140492763553
0,1,0.3937755673898481,736.0,80.75,3.4743539581939853
0,1,0.4023359058113665,752.0,80.0,3.76164225511392
0,1,0.4108962442328849,768.0,81.25,3.2835140492763553
0,1,0.4194565826544034,784.0,80.75,3.4743539581939853
0,1,0.4280169210759219,800.0,81.0,3.3788680602567753
0,1,0.4365772594974403,816.0,81.0,3.3788680602567753
0,1,0.4451375979189587,832.0,81.0,3.3788680602567753
0,1,0.4536979363404771,848.0,81.25,3.2835140492763553
0,1,0.4622582747619956,864.0,81.75,3.0931861224882193
0,1,0.470818613183514,880.0,81.25,3.2835140492763553
0,1,0.4793789516050324,896.0,81.25,3.2835140492763553
0,1,0.4879392900265509,912.0,80.75,3.4743539581939853
0,1,0.4964996284480693,928.0,80.75,3.4743539581939853
0,1,0.5050599668695878,944.0,80.25,3.665737105709339
0,1,0.5136203052911062,960.0,80.5,3.5699756604036157
0,1,0.5221806437126246,976.0,81.75,3.0931861224882193
0,1,0.5307409821341431,992.0,82.0,2.998204473651018
0,1,0.5393013205556615,1008.0,82.0,2.998204473651018
0,1,0.54786165897718,1024.0,81.75,3.0931861224882193
0,1,0.5564219973986985,1040.0,81.0,3.3788680602567753
0,1,0.5649823358202168,1056.0,80.0,3.76164225511392
0,1,0.5735426742417353,1072.0,79.5,3.9538996252060663
0,1,0.5821030126632537,1088.0,80.0,3.76164225511392
0,1,0.5906633510847722,1104.0,80.25,3.665737105709339
0,1,0.5992236895062906,1120.0,80.0,3.76164225511392
0,1,0.6077840279278091,1136.0,79.75,3.857695092477899
0,1,0.6163443663493274,1152.0,78.75,4.243463837432705
0,1,0.6249047047708459,1168.0,78.5,4.34031572103892
0,1,0.6334650431923643,1184.0,79.75,3.857695092477899
0,1,0.6420253816138828,1200.0,80.0,3.76164225511392
0,1,0.6505857200354013,1216.0,80.5,3.5699756604036157
0,1,0.6591460584569196,1232.0,80.75,3.4743539581939853
0,1,0.6677063968784381,1248.0,79.75,3.857695092477899
0,1,0.6762667352999565,1264.0,79.5,3.9538996252060663
0,1,0.684827073721475,1280.0,78.75,4.243463837432705
0,1,0.6933874121429934,1296.0,80.5,3.5699756604036157
0,1,0.7019477505645119,1312.0,81.0,3.3788680602567753
0,1,0.7105080889860302,1328.0,81.5,3.1882880287813915
0,1,0.7190684274075487,1344.0,81.0,3.3788680602567753
0,1,0.7276287658290671,1360.0,80.25,3.665737105709339
0,1,0.7361891042505856,1376.0,80.0,3.76164225511392
0,1,0.7447494426721041,1392.0,76.5,5.1216801937091425
0,1,0.7533097810936225,1408.0,80.75,3.4743539581939853
0,1,0.7618701195151409,1424.0,81.25,3.2835140492763553
0,1,0.7704304579366593,1440.0,81.75,3.0931861224882193
0,1,0.7789907963581778,1456.0,82.0,2.998204473651018
0,1,0.7875511347796962,1472.0,81.5,3.1882880287813915
0,1,0.7961114732012147,1488.0,81.25,3.2835140492763553
0,1,0.804671811622733,1504.0,80.75,3.4743539581939853
0,1,0.8132321500442515,1520.0,81.0,3.3788680602567753
0,1,0.8217924884657699,1536.0,81.0,3.3788680602567753
0,1,0.8303528268872884,1552.0,81.25,3.2835140492763553
0,1,0.8389131653088069,1568.0,81.25,3.2835140492763553
0,1,0.8474735037303253,1584.0,80.5,3.5699756604036157
0,1,0.8560338421518437,1600.0,81.25,3.2835140492763553
0,1,0.8645941805733621,1616.0,81.0,3.3788680602567753
0,1,0.8731545189948806,1632.0,81.0,3.3788680602567753
0,1,0.881714857416399,1648.0,81.25,3.2835140492763553
0,1,0.8902751958379175,1664.0,81.0,3.3788680602567753
0,1,0.8988355342594359,1680.0,80.75,3.4743539581939853
0,1,0.9073958726809545,1696.0,80.75,3.4743539581939853
0,1,0.9159562111024728,1712.0,81.0,3.3788680602567753
0,1,0.9245165495239912,1728.0,81.0,3.3788680602567753
0,1,0.9330768879455096,1744.0,81.5,3.1882880287813915
0,1,0.941637226367028,1760.0,81.25,3.2835140492763553
0,1,0.9501975647885466,1776.0,81.0,3.3788680602567753
0,1,0.9587579032100648,1792.0,80.75,3.4743539581939853
0,1,0.9673182416315834,1808.0,79.75,3.857695092477899
0,1,0.9758785800531018,1824.0,80.75,3.4743539581939853
0,1,0.9844389184746204,1840.0,80.75,3.4743539581939853
0,1,0.9929992568961388,1856.0,81.5,3.1882880287813915
0,1,1.001559595317657,1872.0,81.0,3.3788680602567753
0,1,1.0101199337391755,1888.0,80.25,3.665737105709339
0,1,1.018680272160694,1904.0,80.25,3.665737105709339
0,1,1.0272406105822125,1920.0,79.75,3.857695092477899
0,1,1.035800949003731,1936.0,80.25,3.665737105709339
0,1,1.0443612874252493,1952.0,81.25,3.2835140492763553
0,1,1.0529216258467675,1968.0,81.5,3.1882880287813915
0,1,1.0614819642682862,1984.0,82.25,2.903339244418637
0,1,1.0700423026898047,2000.0,81.5,3.1882880287813915
0,1,1.078602641111323,2016.0,81.0,3.3788680602567753
0,1,1.0871629795328417,2032.0,80.75,3.4743539581939853
0,1,1.09572331795436,2048.0,81.0,3.3788680602567753
0,1,1.1042836563758784,2064.0,81.25,3.2835140492763553
0,1,1.112843994797397,2080.0,81.0,3.3788680602567753
0,1,1.1214043332189152,2096.0,80.5,3.5699756604036157
0,1,1.1299646716404337,2112.0,78.75,4.243463837432705
0,1,1.1385250100619522,2128.0,78.75,4.243463837432705
0,1,1.1470853484834709,2144.0,79.75,3.857695092477899
0,1,1.155645686904989,2160.0,80.25,3.665737105709339
0,1,1.1642060253265074,2176.0,81.0,3.3788680602567753
0,1,1.172766363748026,2192.0,81.0,3.3788680602567753
0,1,1.1813267021695444,2208.0,81.25,3.2835140492763553
0,1,1.1898870405910629,2224.0,80.75,3.4743539581939853
0,1,1.1984473790125811,2240.0,80.0,3.76164225511392
0,1,1.2070077174340996,2256.0,80.75,3.4743539581939853
0,1,1.215568055855618,2272.0,80.25,3.665737105709339
0,1,1.2241283942771366,2288.0,80.75,3.4743539581939853
0,1,1.2326887326986549,2304.0,81.25,3.2835140492763553
0,1,1.2412490711201734,2320.0,81.5,3.1882880287813915
0,1,1.2498094095416918,2336.0,81.5,3.1882880287813915
0,1,1.2583697479632103,2352.0,81.25,3.2835140492763553
0,1,1.2669300863847286,2368.0,81.25,3.2835140492763553
0,1,1.275490424806247,2384.0,81.5,3.1882880287813915
0,1,1.2840507632277656,2400.0,81.5,3.1882880287813915
0,1,1.292611101649284,2416.0,81.5,3.1882880287813915
0,1,1.3011714400708023,2432.0,81.0,3.3788680602567753
0,1,1.3097317784923208,2448.0,81.0,3.3788680602567753
0,1,1.3182921169138393,2464.0,81.0,3.3788680602567753
0,1,1.3268524553353578,2480.0,81.25,3.2835140492763553
0,1,1.3354127937568765,2496.0,81.75,3.0931861224882193
0,1,1.3439731321783943,2512.0,81.75,3.0931861224882193
0,1,1.352533470599913,2528.0,81.5,3.1882880287813915
0,1,1.3610938090214315,2544.0,81.0,3.3788680602567753
0,1,1.36965414744295,2560.0,80.75,3.4743539581939853
0,1,1.3782144858644685,2576.0,80.75,3.4743539581939853
0,1,1.3867748242859868,2592.0,80.5,3.5699756604036157
0,1,1.3953351627075052,2608.0,80.75,3.4743539581939853
